#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	clean_SRR28210342_metaphlan	clean_SRR28210343_metaphlan	clean_SRR28210344_metaphlan	clean_SRR28210345_metaphlan	clean_SRR28210346_metaphlan	clean_SRR28210347_metaphlan	clean_SRR28210348_metaphlan	clean_SRR28210349_metaphlan	clean_SRR28210350_metaphlan	clean_SRR28210351_metaphlan	clean_SRR28210352_metaphlan	clean_SRR28210353_metaphlan	clean_SRR28210354_metaphlan	clean_SRR28210355_metaphlan	clean_SRR28210356_metaphlan	clean_SRR28210357_metaphlan	clean_SRR28210358_metaphlan	clean_SRR28210359_metaphlan	clean_SRR28210360_metaphlan	clean_SRR28210361_metaphlan	clean_SRR28210362_metaphlan	clean_SRR28210363_metaphlan	clean_SRR28210364_metaphlan	clean_SRR28210365_metaphlan	clean_SRR28210366_metaphlan	clean_SRR28210367_metaphlan	clean_SRR28210368_metaphlan	clean_SRR28210369_metaphlan	clean_SRR28210370_metaphlan	clean_SRR28210371_metaphlan	clean_SRR28210372_metaphlan	clean_SRR28210373_metaphlan	clean_SRR28210374_metaphlan	clean_SRR28210375_metaphlan	clean_SRR28210376_metaphlan	clean_SRR28210377_metaphlan	clean_SRR28210378_metaphlan	clean_SRR28210379_metaphlan	clean_SRR28210380_metaphlan	clean_SRR28210381_metaphlan
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.65276	0.74144	0.08559	0.29897	0.0	0.98608	0.05428	0.07819	0.36537	0.0	0.37189	1.33585	0.0	0.0	0.0	0.0	0.78102	0.10567	0.29973	0.0	0.0	0.0	0.21002	0.35698	0.09547	0.27821	0.70564	0.10993	0.0029	0.0	0.00479	0.30096	0.07185	0.23204	0.0	0.45609	0.0	0.37602	0.97862	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0.62876	0.58034	0.0	0.375	0.07568	1.58847	0.0	0.0	0.0	0.0	0.74809	0.11533	0.0	0.0	0.0	0.0	0.0	0.21246	0.0	0.0	0.0	0.0	0.0	0.22422	0.0	0.0	2.36287	0.0	0.0	0.0	0.84125	0.76607	0.0	0.04006	0.0	0.0	0.0	0.0	0.0	0.00116
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.54542	0.41732	0.37223	0.40731	0.45511	0.13034	0.79606	0.51764	0.49706	1.52178	0.39939	0.29193	0.22372	1.07973	0.75626	0.09373	0.30457	0.51956	0.27566	0.69109	0.98648	0.95467	0.33694	0.27831	0.0	0.38581	0.20175	0.28875	1.38408	0.51155	0.69804	0.22373	0.18765	0.61026	1.25745	0.34835	0.89639	0.31372	0.03773	0.43074
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	0.53139	0.39096	0.51328	0.15865	0.54066	1.10166	0.12798	0.12259	0.37165	0.55468	0.96462	0.06786	0.00733	0.16935	0.52149	0.15514	1.71044	0.24111	0.10766	0.10994	0.02637	0.0	0.24102	0.29742	0.01269	0.19608	0.41014	0.75733	2.20722	1.13692	2.19675	1.68138	0.6578	1.01497	1.24245	0.2977	0.5802	0.52642	1.17373	0.57444
k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis|g__Candidatus_Cibionibacter|s__Candidatus_Cibionibacter_quicibialis	0.49987	2.60541	1.18013	4.40565	0.99743	1.28655	2.12922	0.9957	1.18477	0.10034	5.13762	0.84766	0.00292	0.88787	13.5036	0.75694	2.35059	4.70567	14.3878	0.09326	0.17446	0.03728	2.13038	13.30054	0.00253	0.00157	4.08691	1.44339	0.00209	6e-05	2.62891	1.76034	10.65109	3.62288	5.06974	2.42849	0.00067	2.19813	5.66116	0.00552
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4699|s__GGB4699_SGB6503	0.49968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9730|s__GGB9730_SGB15291	0.48266	0.51246	0.59303	0.42271	0.16133	0.09774	0.15258	0.12142	0.0	0.04803	0.20159	0.0	0.0	0.28573	0.24577	0.00011	0.0552	1.02763	0.93579	0.70486	0.0	0.0	0.0	0.15088	0.0	0.10586	0.42113	0.49264	0.0	0.0	0.04117	0.14861	0.0	0.0	0.0	0.19894	0.0	0.07216	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	0.47744	0.22672	0.67383	0.42801	0.61529	0.26618	2.12574	0.0	0.0	0.77775	0.26551	0.21715	0.0	0.0	1.32262	0.55671	1.28256	0.0	0.39813	0.70545	1.64066	1.7468	1.31649	0.42742	0.0	0.43779	0.6354	0.66434	5.19643	1.42128	0.83825	1.11041	0.34708	0.88929	2.33953	0.13097	2.2523	0.17005	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989|g__GGB9712|s__GGB9712_SGB15244	0.37763	0.27702	0.0	0.0	0.03259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	0.37519	0.70265	0.44878	0.50149	0.31198	0.67479	0.25019	0.45539	0.76875	1.1594	1.12214	0.07885	0.0	1.78667	1.1519	0.41082	0.4992	0.50714	0.40002	0.19164	1.25968	1.78107	0.29938	0.39942	0.01306	0.15908	0.52675	0.59004	3.7996	0.38618	0.34024	0.40296	0.21744	0.9758	0.79413	0.72406	4.1619	0.24575	0.37721	0.35712
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0.37382	0.4097	0.9678	0.00788	0.0	0.27375	0.0	0.1105	0.00547	0.0	0.0451	0.0	0.0	0.01545	0.0	0.00285	0.88406	0.49643	0.1553	0.23496	0.03937	0.30304	0.1322	0.0	0.0	0.24668	0.78808	1.48881	7e-05	0.0	0.00726	0.17938	0.12739	0.0	0.00803	0.06464	0.12893	2.02234	0.0	0.00143
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.34936	1.76402	0.0	0.0	0.82168	1.02272	0.0	0.0	0.32013	0.0	1.13135	2.29725	0.0	0.0	0.28146	0.04772	0.10573	0.09053	0.19308	1.35368	0.0	0.03238	0.0	0.49113	0.31538	0.41647	1.09812	0.0	0.12009	0.0	0.0765	0.0	0.58997	0.0	0.0	0.0	0.02567	0.73823	1.41035	0.03221
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_CLA_AA_H250	0.3224	0.17873	0.0	0.05285	1.50542	0.12976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59987	0.21628	0.0	0.0	0.0	0.0	0.02039	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola	0.31958	0.05526	0.76011	0.01466	0.0803	0.55778	0.0	0.08741	0.05105	0.35515	0.04808	0.30497	0.0	0.0	0.02791	0.00048	0.09764	0.02346	0.05598	0.63465	0.0	0.0	0.00745	0.40265	0.0	0.26713	0.0	0.09495	0.0	0.0	0.07087	0.87171	0.63149	0.13418	0.12308	0.45723	0.00413	0.0	0.0	0.06767
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_legallii	0.30442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0124	0.0	0.0	0.02393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9715|s__GGB9715_SGB15260	0.30304	0.43544	0.0	0.1175	0.06293	0.0	0.0	0.0	0.2889	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.30595	0.0	0.01498	0.44533	0.0	0.0	0.0	0.13954	0.0	1.19281	0.0	0.07879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55264	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.30112	0.19265	0.14908	0.59274	0.21394	0.53809	0.0	0.5743	1.86687	0.0	0.40714	0.00685	0.19019	0.69091	0.24854	0.53858	0.57222	1.08029	0.31729	0.34915	0.41204	0.00859	0.1225	0.33751	0.0	0.0	0.21754	0.56649	3.07196	1.20173	0.20309	0.92797	0.11173	0.43779	0.0	0.6125	1.02719	0.19795	0.85621	7e-05
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9758|s__GGB9758_SGB15368	0.30083	0.01172	0.0	0.0	0.0496	0.0	0.0	0.00239	0.0	0.0	0.0	0.10143	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.14881	0.0	0.0	0.0	0.0	0.0	0.42231	0.0	0.0	0.0	0.0	0.2381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_CLA_AA_H244	0.28074	0.10026	0.123	0.21069	0.1615	1.2533	0.0	0.04789	0.00063	0.0	0.03156	0.02981	0.0	0.07373	0.0	0.0	0.14681	0.0	0.04785	0.11049	0.0	0.0	0.16977	0.33739	0.0	0.16294	0.0	0.25622	0.0	0.90998	1.25624	0.42824	0.14837	0.50418	0.08692	0.02557	0.0	0.0	0.04946	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_copri	0.27261	6.61124	0.0	0.0	0.0	0.0	0.0	0.67313	0.0	0.0	0.0	0.08928	0.0	0.0	0.0	0.44395	0.0	0.26081	0.0	2.47926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5943	0.0	0.0	0.0	3.81059	0.0	0.0	0.0	0.0135
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_callidus	0.27206	1.17425	0.0	0.02878	0.0	0.31807	0.0	0.0085	0.0	0.0	0.85091	0.0	0.0	0.0	0.0	0.0	0.29852	0.35424	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08434	0.0	0.0	0.0	0.30191	0.0	0.12467	0.17288	0.0	0.0	0.0	1.40526	0.0	0.00428
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous	0.25189	0.15147	0.0	0.0512	0.15314	0.11013	0.0	0.35752	0.0	0.0	0.12108	0.27671	0.0	0.0	0.02264	0.0	0.0	0.31068	0.00638	0.0	0.0	0.0	0.0	0.2231	0.0	0.16715	0.0	0.0	0.0	0.0	0.0	0.3261	0.09098	0.06793	0.00629	0.26309	0.00908	0.0	0.19486	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.25046	0.05892	0.33223	1.15671	4.54712	1.31999	0.01338	0.95127	0.10668	0.24971	0.5146	0.20294	26.69411	0.01243	0.19124	0.34707	0.00133	0.16622	0.03764	0.10375	0.23106	2.84763	0.27264	0.2257	0.72791	0.33844	0.56645	1.82565	2.32362	0.0	0.00325	0.0	0.05217	0.14519	0.4241	0.03034	2.66514	1.14672	0.44298	0.03249
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_valericigenes	0.24559	0.13596	0.04315	0.08693	0.16738	0.13764	0.0	0.0062	0.01191	0.00624	0.05862	0.16898	0.0	0.0	0.0	0.0	0.02216	0.01506	0.01598	1.19224	0.0	0.0	0.0366	0.04584	0.07427	0.11402	0.13963	0.01036	0.0	0.01811	0.00072	0.32212	0.21195	0.02652	0.0	0.05604	0.0	0.03457	0.27962	0.00228
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0.23755	0.07631	0.08601	0.04288	0.33395	0.20194	0.1839	0.22152	0.1102	0.0	0.13691	0.0	0.0	0.31873	0.0	0.07098	0.17713	0.2607	0.12121	0.20578	0.03275	0.10939	0.00026	0.20329	0.0	0.25181	0.13002	0.2425	0.11124	0.34634	0.41368	0.26426	0.01878	0.04552	0.00328	0.30176	0.07401	0.12009	0.11419	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0.23104	1.17881	0.0	0.22487	2.39644	0.83805	0.22551	0.0	0.01741	0.08744	0.18808	3.66377	0.0	0.00185	0.00698	0.0	0.11268	0.31265	0.04345	0.0	0.0	0.0	0.0	0.03814	2.12075	0.76623	0.0	0.27002	0.00828	0.19783	0.00375	0.02373	1.45973	0.02758	0.0	0.02366	0.0036	1.55511	0.0	0.22575
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524|s__GGB9524_SGB14924	0.23072	0.0	0.0	0.0	0.02266	0.0	0.0	0.0	0.0	0.0	0.0	0.23955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_luti	0.2274	0.04616	0.0	0.02674	0.0189	0.01935	0.32798	0.32012	0.36962	0.0	0.01091	0.01227	0.0	0.0	0.0	0.0	0.0	0.18156	0.0	0.0	0.02211	0.67041	0.0	0.02872	0.0	0.65776	0.0	0.22342	0.00807	0.0	0.04351	0.01193	0.0	0.0	0.0	0.32862	0.00165	0.00024	0.41356	0.0
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890|f__FGB2890|g__GGB9200|s__GGB9200_SGB14139	0.22468	0.07501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.22139	0.19704	0.26067	0.42434	0.0	1.20989	0.09272	0.0	2.08225	0.0	1.1751	0.7031	4.31914	0.0	0.0	0.01858	0.0	0.17351	0.2342	2.938	0.03977	0.06619	0.0	1.15917	0.52824	2.38082	0.0	6.39683	0.36281	0.0	0.02194	0.03194	1.119	4.63954	0.0001	1.06963	0.0	2.24273	3.05439	0.00026
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0.21204	0.16447	0.084	0.0605	0.13145	0.05229	0.06617	0.16973	0.33416	0.10768	0.12747	0.06536	0.32258	0.05591	0.04851	0.02492	0.05093	0.06645	0.02343	0.13499	0.0	0.01072	0.00022	0.08347	0.0	0.18292	0.24383	0.04603	0.0	0.17044	0.34134	0.0732	0.06426	0.05786	0.10645	0.12287	0.04588	0.0	0.09331	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus	0.20904	0.29025	0.19934	2.01815	1.63066	9.52032	0.48313	0.92568	4.22244	2.07382	7.72705	0.00159	3.6302	0.03097	5.3001	0.30063	1.17155	0.45966	3.02829	1.77425	0.44916	0.65557	1.53384	0.4535	0.26517	0.97147	7.29176	9.14827	3.61437	5.41119	0.00836	0.49991	2.28974	0.69281	0.53975	3.50642	3.3595	5.49767	3.08159	0.00191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_AF13_28	0.20699	0.03676	0.02498	0.3474	0.02464	0.1	0.89591	0.00781	0.0	0.23178	0.09171	0.07845	0.0	0.28879	0.96562	0.10256	0.03356	0.25442	0.03951	0.28955	0.0	6.87777	0.19503	0.05389	0.2214	0.0	0.08009	0.0	4.19256	0.9084	0.10122	0.00834	0.18259	0.68079	0.10207	0.02665	0.34368	0.07551	0.04519	0.13403
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Eubacterium_siraeum	0.19769	0.00201	0.0	0.0	0.07379	0.0	0.0	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28894	0.0	0.0	0.0	0.0	0.0	0.0	5.00823	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.19436	0.17182	0.15617	0.20173	0.00031	0.02382	0.0	0.105	0.02939	0.26075	0.38681	0.06577	0.0	0.0	0.03726	0.0	0.05587	0.01876	0.03154	0.15537	0.0	0.00888	0.0	0.11094	0.43629	0.14696	0.0	0.23652	0.07857	0.0	0.02369	0.14594	0.15239	0.08423	0.0	0.0	0.00636	0.37152	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_ihumii	0.19212	0.14823	0.0	0.07726	0.0	0.16176	0.0	0.0	0.0	0.0	0.15837	0.0	0.0	0.0	0.0	0.0	0.07037	0.12923	0.0	0.0	0.0	0.0	0.0	0.036	0.33625	0.0	0.0	0.00228	0.0	0.0	0.0652	0.0	0.30211	0.04437	0.0	0.0	0.0	0.25882	0.23763	0.0126
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	0.17951	0.0	0.02698	0.02484	0.0008	0.17199	0.0	0.0	0.01503	0.0	0.05954	0.0	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.02579	0.0	0.0	0.08399	0.06287	0.2846	0.7866	0.0	0.04829	0.0	0.0	0.0	0.0	1.02978	0.0258	0.0	0.0	0.0	0.0	2.65666	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.17182	0.21734	0.03127	0.0	0.18525	0.04218	0.0	0.08293	0.0	0.02596	0.0	0.0	0.0	0.0	0.0	0.0	0.16408	0.0	0.0	0.65734	0.0	0.0	0.08655	0.0334	0.0	0.79754	0.0	0.01309	0.0	0.31627	0.0128	0.0	0.55495	0.01513	0.0	0.0	0.0	0.20233	0.12387	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecicola	0.17023	0.03873	0.0	0.22607	0.03254	0.0	0.0	0.0	0.0	0.0	0.19465	0.0	0.0	0.0	0.69729	0.07001	0.0	0.0	0.0	0.14788	0.0	0.0	0.0	0.05997	0.0	0.0	0.41002	0.03435	0.0	0.0	0.0	0.03848	0.01979	0.0	0.0	0.0	2.02811	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_SGB9260	0.16858	0.00865	0.0336	1.80302	0.45893	0.02774	0.50617	0.0	0.02872	0.11588	0.0	0.0	0.46504	0.0	0.0	0.0	0.02237	0.0	0.54286	0.04601	0.12315	0.0	0.0	0.13145	0.09285	0.0	0.0	0.0	0.0	0.09476	0.00131	0.2058	0.34358	0.99249	0.55585	1.15508	0.0	0.24559	0.38183	1.28447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea	0.15472	0.14442	0.03903	0.11191	0.07553	0.09256	0.05785	0.15293	0.71155	0.05085	0.08178	0.03132	0.0	0.15643	0.0952	0.03017	0.00282	0.14866	0.00647	0.23033	0.04114	0.00036	0.02939	0.42837	0.0	0.84865	0.2121	0.08296	0.21799	0.30416	0.22667	0.08083	0.00155	0.06273	0.0	0.04168	0.01904	0.05574	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis	0.15172	0.07293	0.02403	0.00573	0.14546	0.04363	0.0	0.05916	0.11231	0.07271	0.0836	0.22442	0.0	0.0	0.00303	0.0	0.00387	0.35372	0.0	0.03046	0.0	0.0	0.9821	0.02669	0.46547	0.11349	0.03209	0.08894	0.0	0.0451	0.01378	0.05236	0.22318	0.00352	0.00152	0.02638	0.0	0.08651	0.34618	0.00721
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium	0.14849	0.0	0.00406	0.01417	0.00056	0.0876	0.0	0.0	0.0	0.0	0.00733	0.0	0.0	0.0	0.0	0.0	0.00493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.0	0.0	0.0	0.00164	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0.14513	0.17626	0.45898	0.10706	0.35797	0.14748	0.43393	0.13176	0.0	1.71589	0.08318	0.09099	0.0	0.63217	0.29739	0.15875	0.31696	0.0815	0.17334	0.20598	0.95467	0.60274	0.00452	0.17074	0.0	0.07706	0.35991	0.2204	1.02639	1.60282	0.39632	0.43464	0.08668	0.24179	0.0	0.26535	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	0.14293	0.46549	0.12998	0.01372	0.19297	0.0	0.0	0.0	0.09738	0.0	0.11131	0.32792	0.0	0.0	0.0	0.00718	0.16587	0.10169	0.00154	4.16521	0.0	0.0	0.03475	0.09832	0.56776	0.44008	0.0	0.21125	0.0	0.15565	0.01348	0.07598	0.21009	0.04911	0.0	0.15462	0.00062	0.26422	0.49382	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_plebeius	0.13484	1.54111	0.0	0.0	0.0	0.0	0.0	0.0	4.6498	0.0	0.0	0.0	0.00229	0.14888	0.0	0.0	0.0	1.38904	2.25984	0.0	0.0	0.0	1.02564	3.09926	0.0	14.57647	0.0	0.0	0.0	0.0	0.00199	1.02473	0.0	0.0	0.00132	0.0	0.0	0.0	8.76651	0.00077
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.13003	0.24743	0.08883	0.13038	1.67514	0.97176	0.2987	0.45243	0.22339	0.25663	3.20645	0.4024	1.7282	0.0	0.44522	0.1168	0.67173	0.07012	0.14637	0.07202	0.00065	0.10065	0.1748	0.28807	0.05847	0.4346	1.94244	0.8717	0.09853	0.83922	0.0117	0.17125	1.35525	0.23063	0.0	0.41104	0.20115	2.55507	2.03443	0.01924
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens	0.12721	0.17347	0.0	0.05292	0.20212	0.14395	0.0	0.0	0.0	0.0	0.06768	0.0	0.0	0.0	0.0	0.0	0.02674	0.0	0.0	0.00529	0.0	0.0	0.0	0.00292	0.0	0.14504	0.24014	0.00735	0.0	1.79272	0.00074	0.33069	0.00089	0.06935	0.0	1.11921	0.0	0.00291	0.00786	0.18782
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653|s__GGB3653_SGB4964	0.1198	0.05927	0.0	0.0	0.00078	0.14578	0.0	0.0	0.0	0.0	0.02408	0.00119	0.0	0.0	0.0	0.0	0.00222	0.0	0.0	0.01028	0.0	0.0	0.0	0.00093	0.0	0.25989	0.01391	0.01646	0.0	0.0	0.07097	0.03308	0.04883	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_sp_CLA_AA_H277	0.11683	0.05228	0.07078	0.03657	0.05866	0.12063	0.09247	0.042	0.53409	0.2778	0.03085	0.10531	0.02156	0.23247	0.0	0.06655	0.10405	0.01438	0.08089	0.13881	0.20462	0.00125	0.02812	0.13293	0.0	0.06057	0.15792	0.16709	0.0	0.16508	0.13238	0.43735	0.04632	0.12439	0.0	0.09101	0.01327	0.04396	0.13186	0.02553
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0.11546	0.32745	0.06814	0.04636	0.01599	0.58864	0.00038	0.0	0.01216	0.06495	0.20482	0.00431	0.0	0.18588	0.02092	0.04803	0.31703	0.0	0.08584	0.36324	0.0	0.04079	0.18395	0.1106	0.0	0.09317	0.09124	0.11996	0.0	0.0	0.00451	0.82344	0.01249	0.01377	0.00248	0.01371	0.0	0.08298	0.33525	0.01151
